replicate,term,coefficient,first_stage_converged,first_stage_iterations,first_stage_gradient_max,n_frames,n_bootstrap_clusters
55,b_S_vs_N,0.004695026172787124,True,146,0.0017198196757206574,1210,1125
56,b_C_vs_N,-0.01744934099636913,True,144,0.003419507099790442,1206,1125
56,b_M_vs_N,0.03452108932880894,True,144,0.003419507099790442,1206,1125
56,b_S_vs_N,-0.003651360449972809,True,144,0.003419507099790442,1206,1125
57,b_C_vs_N,-0.008968855407965812,True,121,0.00786730969768537,1203,1125
57,b_M_vs_N,0.040627738060741166,True,121,0.00786730969768537,1203,1125
57,b_S_vs_N,-0.007027906404723695,True,121,0.00786730969768537,1203,1125
58,b_C_vs_N,-0.019331006737272942,True,145,0.0007907850971663466,1189,1125
58,b_M_vs_N,0.04367027006764046,True,145,0.0007907850971663466,1189,1125
58,b_S_vs_N,-0.021090247447332938,True,145,0.0007907850971663466,1189,1125
59,b_C_vs_N,-0.0004885242007029101,True,154,0.002179988906443997,1211,1125
59,b_M_vs_N,0.0338146389354932,True,154,0.002179988906443997,1211,1125
59,b_S_vs_N,-0.01671778074907228,True,154,0.002179988906443997,1211,1125
60,b_C_vs_N,-0.01849993851684241,True,141,0.0012095188546943358,1195,1125
60,b_M_vs_N,0.0312800898961977,True,141,0.0012095188546943358,1195,1125
60,b_S_vs_N,-0.008752998425866508,True,141,0.0012095188546943358,1195,1125
61,b_C_vs_N,-0.018627315931267454,True,137,0.0016653379906447219,1201,1125
61,b_M_vs_N,0.026544585378400615,True,137,0.0016653379906447219,1201,1125
61,b_S_vs_N,-0.0017058069964265132,True,137,0.0016653379906447219,1201,1125
62,b_C_vs_N,-0.015173249675596308,True,157,0.0039451553765732505,1198,1125
62,b_M_vs_N,0.02984678737488231,True,157,0.0039451553765732505,1198,1125
62,b_S_vs_N,-0.023357944136147748,True,157,0.0039451553765732505,1198,1125
63,b_C_vs_N,-0.010162459517205647,True,140,0.0014121476314943315,1205,1125
63,b_M_vs_N,0.028703594159802087,True,140,0.0014121476314943315,1205,1125
63,b_S_vs_N,-0.007480570169107445,True,140,0.0014121476314943315,1205,1125
64,b_C_vs_N,-0.03390347519419524,True,135,0.0015795061881196393,1213,1125
64,b_M_vs_N,0.03771859027438359,True,135,0.0015795061881196393,1213,1125
64,b_S_vs_N,-0.014632851282189455,True,135,0.0015795061881196393,1213,1125
65,b_C_vs_N,-0.01969766685827558,True,149,0.003099524360686612,1198,1125
65,b_M_vs_N,0.038855065050478185,True,149,0.003099524360686612,1198,1125
65,b_S_vs_N,-0.0017224373549949434,True,149,0.003099524360686612,1198,1125
66,b_C_vs_N,-0.025900246681935437,True,159,0.0012120991196327147,1201,1125
66,b_M_vs_N,0.03974006144194571,True,159,0.0012120991196327147,1201,1125
66,b_S_vs_N,-0.017670393130216393,True,159,0.0012120991196327147,1201,1125
67,b_C_vs_N,-0.007986270978911674,True,127,0.0010023250384108007,1194,1125
67,b_M_vs_N,0.025412825088245508,True,127,0.0010023250384108007,1194,1125
67,b_S_vs_N,-0.01924257648655458,True,127,0.0010023250384108007,1194,1125
68,b_C_vs_N,-0.013483789391308565,True,149,0.0007260520385075075,1211,1125
68,b_M_vs_N,0.03145433130939932,True,149,0.0007260520385075075,1211,1125
68,b_S_vs_N,-0.008484349372931703,True,149,0.0007260520385075075,1211,1125
69,b_C_vs_N,-0.019018565194272596,True,141,0.0005564145800801557,1198,1125
69,b_M_vs_N,0.038575327995720485,True,141,0.0005564145800801557,1198,1125
69,b_S_vs_N,-0.0051212762556395435,True,141,0.0005564145800801557,1198,1125
70,b_C_vs_N,-0.02935603802186332,True,139,0.0018268331482675926,1202,1125
70,b_M_vs_N,0.027612536243765137,True,139,0.0018268331482675926,1202,1125
70,b_S_vs_N,-0.009285653146823676,True,139,0.0018268331482675926,1202,1125
71,b_C_vs_N,-0.014691053092125799,True,146,0.0007583849446309854,1185,1125
71,b_M_vs_N,0.034775310644892476,True,146,0.0007583849446309854,1185,1125
71,b_S_vs_N,-0.02134208967008991,True,146,0.0007583849446309854,1185,1125
